FFID	Line	Point	Gps time(us)	UTC Date	UTC Time	Time Source	Latitude	Longitude	Comment
214	1.0	214.0	1333795808530922	2022-04-12	10:49:50.530922	GPS	59.1355934832742	9.63092730922	
215	1.0	215.0	1333795812668108	2022-04-12	10:49:54.668108	GPS	59.1355794963967	9.630966124323322	
216	1.0	216.0	1333795816861381	2022-04-12	10:49:58.861381	GPS	59.135567962063355	9.6310052804767	
217	1.0	217.0	1333795821372072	2022-04-12	10:50:03.372072	GPS	59.135554069819996	9.63104972072	
218	1.0	218.0	1333795825499476	2022-04-12	10:50:07.499476	GPS	59.1355404602983	9.6310901614267	
219	1.0	219.0	1333795829694636	2022-04-12	10:50:11.694636	GPS	59.135524184546654	9.63113144636	
220	1.0	220.0	1333795833747904	2022-04-12	10:50:15.747904	GPS	59.13550705039999	9.631171479039999	
221	1.0	221.0	1333795837602049	2022-04-12	10:50:19.602049	GPS	59.1354903247958	9.63121002049	
222	1.0	222.0	1333795841266871	2022-04-12	10:50:23.266871	GPS	59.135473665645	9.631245779650856	
223	1.0	223.0	1333795845240973	2022-04-12	10:50:27.240973	GPS	59.13545632927917	9.631284909729999	
224	1.0	224.0	1333795849063115	2022-04-12	10:50:31.063115	GPS	59.13544107035414	9.631323850412512	
225	1.0	225.0	1333795853202323	2022-04-12	10:50:35.202323	GPS	59.13542265892337	9.631366856563298	
226	1.0	226.0	1333795857096984	2022-04-12	10:50:39.096984	GPS	59.13540642923332	9.6314073031733	
227	1.0	227.0	1333795864298474	2022-04-12	10:50:46.298474	GPS	59.135377308600646	9.631484040680526	
228	1.0	228.0	1333795868358743	2022-04-12	10:50:50.358743	GPS	59.13535390733252	9.631533053049159	
229	1.0	229.0	1333795872897556	2022-04-12	10:50:54.897556	GPS	59.13533206641777	9.631580588028912	
230	1.0	230.0	1333795877634956	2022-04-12	10:50:59.634956	GPS	59.13531152101669	9.631627212023306	
231	1.0	231.0	1333795881011186	2022-04-12	10:51:03.011186	GPS	59.1352967774033	9.631661121181669	
232	1.0	232.0	1333795884543358	2022-04-12	10:51:06.543358	GPS	59.13528078321	9.631698386378323	
233	1.0	233.0	1333795888484602	2022-04-12	10:51:10.484602	GPS	59.13526076931998	9.63174015369002	
234	1.0	234.0	1333795892252553	2022-04-12	10:51:14.252553	GPS	59.13523969344082	9.6317796921967	
235	1.0	235.0	1333795906727692	2022-04-12	10:51:28.727692	GPS	59.135160088463344	9.631937489739979	
236	1.0	236.0	1333795911657392	2022-04-12	10:51:33.657392	GPS	59.13513621304	9.631994169573323	
237	1.0	237.0	1333795916493046	2022-04-12	10:51:38.493046	GPS	59.1351137014367	9.63204825220335	
238	1.0	238.0	1333795920223308	2022-04-12	10:51:42.223308	GPS	59.13509640288334	9.632091124683301	
239	1.0	239.0	1333795924038496	2022-04-12	10:51:46.038496	GPS	59.135081140853295	9.632138212026694	
240	1.0	240.0	1333795927701970	2022-04-12	10:51:49.701970	GPS	59.135064626109994	9.6321884922767	
241	1.0	241.0	1333795931305656	2022-04-12	10:51:53.305656	GPS	59.1350513050533	9.632236330126668	
